date,future_close
2022-08-02,92.4173269701004
2022-08-03,95.87928202033042
2022-08-04,97.66545028328895
2022-08-05,98.7219512963295
2022-08-06,98.62278013586997
2022-08-07,96.39763612270355
2022-08-08,91.9733544743061
2022-08-09,88.41077843070029
2022-08-10,87.77160923361778
2022-08-11,88.74282900333404
2022-08-12,91.00990166664123
2022-08-13,93.82435098052024
2022-08-14,94.9557255077362
2022-08-15,94.16274457216262
2022-08-16,93.51606731176376
2022-08-17,92.64891188859939
2022-08-18,92.03543839097023
2022-08-19,91.79195707559585
2022-08-20,91.01232236981392
2022-08-21,90.81078264951705
2022-08-22,91.49217823028565
2022-08-23,91.65366631627083
2022-08-24,92.76381114721298
2022-08-25,93.99438272476196
2022-08-26,94.80243156671524
2022-08-27,94.90069658160209
2022-08-28,94.82619847059249
2022-08-29,94.11817515492439
2022-08-30,92.95451595544814
2022-08-31,90.3245837700367
2022-09-01,88.75322378754615
2022-09-02,90.94091809868812
2022-09-03,93.90243483901024
2022-09-04,95.67449312090874
2022-09-05,95.95390958070755
2022-09-06,94.06003944396973
2022-09-07,90.28306935787201
2022-09-08,85.55680822491645
2022-09-09,82.33652219891547
2022-09-10,82.02308644533157
2022-09-11,83.07486255645752
2022-09-12,85.75309230089186
2022-09-13,87.53885927081107
2022-09-14,87.94183515191078
2022-09-15,88.01235916733741
2022-09-16,87.35726769804954
2022-09-17,86.28250137925147
2022-09-18,86.42617723226547
2022-09-19,85.63868494987487
2022-09-20,84.18754459500312
2022-09-21,84.18275496840477
2022-09-22,85.18693254709244
2022-09-23,86.05008798480033
2022-09-24,87.06247265338897
2022-09-25,88.71370289564132
2022-09-26,89.35974585413932
2022-09-27,89.82503866076469
2022-09-28,89.43259995818137
2022-09-29,89.12386321663855
2022-09-30,88.13093478798866
2022-10-01,85.88602385640144
2022-10-02,86.28840427041054
2022-10-03,88.45353555679321
2022-10-04,91.07409560799599
2022-10-05,93.25126568555831
2022-10-06,92.50282827734947
2022-10-07,89.05746863603592
2022-10-08,84.53357569932938
2022-10-09,80.55523417711258
2022-10-10,78.23819405794143
2022-10-11,78.26108070611953
2022-10-12,79.84012998104095
2022-10-13,82.70783476471901
2022-10-14,84.40670237421989
2022-10-15,84.71444235563278
2022-10-16,84.58331014633178
2022-10-17,83.93027692198753
2022-10-18,82.58087082505226
2022-10-19,82.2275905561447
2022-10-20,81.41858378887176
2022-10-21,81.59722391605376
2022-10-22,83.13053872942923
2022-10-23,84.00393361210823
2022-10-24,85.42295757889747
2022-10-25,86.58080450177192
2022-10-26,87.66522774338722
2022-10-27,88.54333458304404
2022-10-28,89.38289140105248
2022-10-29,88.75244709134101
2022-10-30,88.46210510492324
2022-10-31,87.45907962560653
2022-11-01,86.8973988199234
2022-11-02,87.47973974466323
2022-11-03,88.26939383149147
2022-11-04,90.04480485200881
2022-11-05,91.46301328778266
2022-11-06,89.91790563702583
2022-11-07,85.78312455415725
2022-11-08,81.71282220125198
2022-11-09,78.00421432614326
2022-11-10,76.03953538537024
2022-11-11,76.02834448754787
2022-11-12,77.977573646307
2022-11-13,80.70298768520355
2022-11-14,82.0168599307537
2022-11-15,82.34639918565749
2022-11-16,81.93161752223968
2022-11-17,80.72864454984665
2022-11-18,79.87016223430633
2022-11-19,79.32682440400123
2022-11-20,79.05798395752906
2022-11-21,79.75321767568587
2022-11-22,81.5505444741249
2022-11-23,83.02350999236107
2022-11-24,84.46460507631302
2022-11-25,85.08950895309448
2022-11-26,85.2777542233467
2022-11-27,85.43124233841895
2022-11-28,86.1436798775196
2022-11-29,85.78744816303252
2022-11-30,85.08824034929275
2022-12-01,84.18424363613128
2022-12-02,85.00209179520607
2022-12-03,87.60191405773162
2022-12-04,88.94953375339507
2022-12-05,89.42693007588386
2022-12-06,89.31054214954376
2022-12-07,87.66240574717521
2022-12-08,84.04803701162338
2022-12-09,79.9883236169815
2022-12-10,77.45462409138679
2022-12-11,76.99024390280246
2022-12-12,78.35260140895844
2022-12-13,80.14714504599571
2022-12-14,81.73090627789497
2022-12-15,82.407887635231
2022-12-16,82.16852280974388
2022-12-17,81.46803344726563
2022-12-18,80.69501360416412
2022-12-19,79.99700966954231
2022-12-20,79.89570259451865
2022-12-21,80.28790828824043
2022-12-22,81.26273969531059
2022-12-23,82.20199841618538
2022-12-24,83.1191730749607
2022-12-25,84.36574459433555
2022-12-26,85.25345657706261
2022-12-27,85.14979352355003
2022-12-28,85.13701687097549
2022-12-29,85.47676968097686
